text,tag,lang,emoticon
@PointlessBrexit @MattHancock Condolences,mourning,es,0
@HeidiNBC Condolences 💙💙🙏🙏,mourning,es,1
"@iamericsaint Condolences, bro.",mourning,es,0
@Artii_M condolences,mourning,es,0
@ibonpereztv @Maria2ciki QEPD 🙏🏻🙏🏻😢,mourning,es,1
@PokzBo QEPD 🙏🏻🙏🏻,mourning,es,1
@larana001 Chingado. Eso duele mucho! QEPD!,mourning,es,0
@CartonCalderon QEPD 🙏,mourning,es,1
@Famousme131 @abc_es Así es...QEPD,mourning,es,0
@ElNacionalWeb QEPD,mourning,es,0
@CartonCalderon QEPD,mourning,es,0
"@telecincoes QEPD
DEP....",mourning,es,0
"@salvameoficial Pobrecito, cuánto lo siento! tanto que luchó....
Mis condolencias a sus padres y resto de familia 😞😞",mourning,es,1
"RIP PLN ... 

Favor enviar sus condolencias al Balcón Verde, Pavas.",mourning,es,0
@PokzBo Por favor acepta mis condolencias,mourning,es,0
@canalN_ Muy lamentable condolencias ala familia,mourning,es,0
"Me he quedado sin palabras, tan joven y luchador.. ....durísima noticia, mis condolencias a su familia🙏🏼💔",mourning,es,1
@abc_es Una pena.... Mis condolencias a la familia. DEP,mourning,es,0
Dep Alex lequio joder porque ha muerto tan joven que injusta es la vida A veces mis condolencias a la familia 😪😪,mourning,es,1
"@andval001 @Matador000 Cómo así? Porque el CTE  del ejército diciendo condolencias por un narco???
Nos fuimos a la mierdita...",mourning,es,0
"@COPE Mis condolencias a sus seres queridos,  lastima de chico tan joven.",mourning,es,0
@divinity_es Madre mía!!DEP Mis condolencias a sus familiares!,mourning,es,0
Miguel Herrera mandó condolencias a Paul Aguilar por la muerte de su padre https://t.co/p0kmnCM5ZF,mourning,es,0
"@PokzBo Lo lamento mucho.
Mis condolencias.",mourning,es,0
Descansa en Paz. Mis condolencias a su familia.,mourning,es,0
"Muy lamentable, mis condolencias un abrazo",mourning,es,0
@PokzBo Mis condolencias y un abrazo Nancy. 😥 De corazón que tú hija y tú encuentren pronta resignación.❤️,mourning,es,1
¿El no fue el que le dio las condolencias a la familia de Popeye por su muerte?,mourning,es,0
"Pobre chico. No conozco nada de él pero, con 27 años ... en fin. Mis condolencias",mourning,es,0
@elmundoes Mis condolencias a sus padres y amigos. Maldito cáncer.,mourning,es,0
Mis más sinceras condolencias.,mourning,es,0
"MUCHAS GRACIAS A TODOS, POR SUS CONDOLENCIAS .",mourning,es,0
@RLOZINSKI @Bancaribe Mis condolencias a uds,mourning,es,0
"#AlexLequioDEP 
Debería estar prohibido morirse a los 27 años.
Mis condolencias a toda la familia. https://t.co/MbZraF7TKf",mourning,es,0
@elmundoes mis condolencias para la familia,mourning,es,0
Mis condolencias a los familiares y amigos de #AlexLequio. Otra víctima del cáncer 😢,mourning,es,1
@salvameoficial D.E.P mucha tristeza un chico muy joven mis condolencias a sus familiares amigos etc,mourning,es,0
"@hola Una gran pérdida, buena persona y muy trabajador!! Descanse en paz y mis condolencias a la familia.",mourning,es,0
"Pobre chico, 27 años y toda la vida por delante. Mis condolencias a todos. #anaobregon #lequio",mourning,es,0
@anitaobregon mi mas sinceras condolencias. Un ángel te cuidará desde el cielo.. Siempre estará a tu lado,mourning,es,0
"Una gran pérdida, buena persona y muy trabajador!! Descanse en paz y mis condolencias a la familia. 🖤",mourning,es,1
D.E.P. Alex Lecquio. Todas mis condolencias a sus padres y familiares. Maldito cáncer.,mourning,es,0
"@elmundoes Mis más sinceras condolencias a sus familiares y amigos, descanse en paz.",mourning,es,0
@hola D.E.P ... Condolencias  para sus padres y familiares ...,mourning,es,0
Es terrible que muera una persona con esa edad. Triste noticia. Mis condolencias. Descanse en paz.,mourning,es,0
"@MartinBlaquez @Gaby51904891 Dep un luchador
Mis condolencias a sus padres",mourning,es,0
@RubenSanchezTW Mis condolencias. DEP.,mourning,es,0
"@hola Que pena dios mío, D.E.P. campeón, mis condolencias a sus padres, familiares y amigos",mourning,es,0
@telecincoes Triste noticia. Mis condolencias a esa familia,mourning,es,0
@elmundoes Mis condolencias  DEP,mourning,es,0
"@hola Descanse en Paz ,mis condolencias a su familia.",mourning,es,0
"@hola Dios, que pena condolencias a la familia",mourning,es,0
@abc_es Que lamentable! Mis condolencias a su familia.,mourning,es,0
@hola @MundoBurbu Pena tan grande para una madre. Mis más respetuosas condolencias para toda la familia,mourning,es,0
Puta enfermedad... Mis condolencias a sus padres y familiares Ana Obregón y Alessandro Lequio,mourning,es,0
¡Ostrás...! Me quedo helado. Mis condolencias a @anitaobregon y @LequioA,mourning,es,0
@hola Ostras!!! Madre mía. Lo siento muchísimo y ojalá les lleguen mis más sinceras condolencias. Qué lástima. 😞💔,mourning,es,1
"@noticias_cuatro Un buen chico, qué pena, mis condolencias para los padres, no sé ni qué decir.",mourning,es,0
Dios mío que pena! Condolencias a la familia,mourning,es,0
"@98Dmtk Ay boluda, por que conocías eso? Jajajaja mis condolencias che",mourning,es,0
"Qué pena, un chico tan joven. Mis condolencias a su familia. D.E.P.",mourning,es,0
D.E.P Aless Lequio. Todo un ejemplo a seguir. Mis condolencias a la.famila Lecquio-Obregón y a todos sus amigos.,mourning,es,0
@PokzBo Mi más sinceras condolencias que en paz descanse y usted cuídese mucho,mourning,es,0
"@COPE D.E.P. Mis condolencias y ánimo a su familia, de la muerte de un hijo tan jóven es difícil recuperarse.",mourning,es,0
"Mis condolencias, Miguel. Triste noticia",mourning,es,0
Mis condolencias a la familia Lequio y Obregón por labteiste pérdida. Que Dios lo tenga en su gloria.,mourning,es,0
"A pesar de no conocernos personalmente, solo por twitter mis más sinceras condolencias.",mourning,es,0
"@EmperadorCarlo2 Mis condolencias, un abrazo!!",mourning,es,0
"@anitaobregon mis más sinceras condolencias @anitaobregon que tu hijo te cuide y te proteja mogollón.

Has sido una MADRE de 10.",mourning,es,0
@COPE DEP una lástima tan joven. Mis condolencias a su familia,mourning,es,0
@MajoDoria Un tal castañeiro!!!   Que daba las condolencias por  su ex colega del cartel de medellin,mourning,es,0
"🕯 #DEPAlexLequio

Mis condolencias a su familia y amigos.",mourning,es,1
"Estoy en shock 😱😱

Mis condolencias a Alejandro Lequio y Ana Obregón. 
Sin palabras DEP",mourning,es,1
"@hola Que pena más grande,mis condolencias a la familia.
DEP.",mourning,es,0
@PokzBo Mis condolencias. Un abrazo.,mourning,es,0
"Descansa Alex, Bendiciones, Gran luchador. Condolencias para tu familia y amistades.",mourning,es,0
"@larazon_es Q pena más grande, tan joven y cn tanta vida. Mis condolencias a sus padres y familiares 💔",mourning,es,1
@hola @GabrielConesa Que tristeza...mis palabras de condolencias para toda su familia.,mourning,es,0
Mi más sinceras condolencias. DEP que Dios te acoja en su Santa Gloria.,mourning,es,0
Mis más sentidas condolencias a los Padres de Alejandro Lequio Obregón..es una verdadera putada!!!,mourning,es,0
"@hola Que pena más grande,mis condolencias a la familia.
D.E.P.",mourning,es,0
"Condolencias a Ana García Obregón y Alessandro Lecquio por el fallecimiento de su hijo. #DEP
#LoCortésNoQuitaLoValiente",mourning,es,0
D.E.P. Mis condolencias a Ana Obregón. https://t.co/LGfoTSuL7w,mourning,es,0
@COPE Morirse con 27 años es un dolor enorme. No imagino el dolor de los padres. Mis condolencias.,mourning,es,0
@NiusDiario Que pena por Dios!!! 😥Mis más sentidas condolencias a sus familiares!! D.E.P,mourning,es,1
Un fuerte abrazo y mis condolencias @AnaObregonFanCl,mourning,es,0
@NiusDiario 😢 😢  ¡Qué pena más grande!  Devastador; mis condolencias a la familia,mourning,es,1
@RubenSanchezTW DEP. Mis condolencias para familias y amigos.,mourning,es,0
"@telecincoes Mis condolencias a la familia, que pena más grande.  DEP",mourning,es,0
Este si era un Ministro del Interior de mano firme. Mis condolencias @rhinzpeterk,mourning,es,0
"@LequioA mis condolencias DEP , mucha fuerza.",mourning,es,0
"@PokzBo Mis condolencias, Nan. Dios te de pronto alivio y paz.",mourning,es,0
"Mis condolencias para la familia Belfiore en este momento tan horrible, en especial a su mujer, Marta.💪
.Q.E.P.D PIRINCHO",mourning,es,1
"@PokzBo Mis condolencias, un abrazo.",mourning,es,0
"De verdad, mis condolencias.",mourning,es,0
@SrChupasangue Mi más sinceras condolencias!! 😔,mourning,es,1
"@EmperadorCarlo2 Paz a su Alma descanso a su cuerpo, mis sentidas condolencias",mourning,es,0
@el_pais Que la tierra le sea leve. Mis condolencias a la familia y amigos.,mourning,es,0
@EmperadorCarlo2 Mis condolencias. https://t.co/LIRvxsPydP,mourning,es,0
"@PokzBo Mis más sinceras condolencias, colega.",mourning,es,0
"DEP. Mis condolencias para @anitaobregon y @LequioA , amigos. Muy fuerte, tenis toda la vida por delante.",mourning,es,0
"Triste noticia, mis condolencias para su familia.",mourning,es,0
"@Juakoooo Mis condolencias para vos y tu familia loco, fuerza https://t.co/oz10EXacjx",mourning,es,0
@PokzBo Mis condolencias Nancy!,mourning,es,0
@PokzBo Mis condolencias.,mourning,es,0
@LequioA Condolencias 😞,mourning,es,1
@PokzBo Mis condolencias. Abrazo fuerte.,mourning,es,0
@PokzBo No te conozco pero te mando un abrazo y mis condolencias. Fuerza y resignación 😔,mourning,es,1
@bdpalac Mis sinceras condolencias que Dios reciba a tu amado padre y te brinde la fortaleza para seguir 🙏,mourning,es,1
"D.E.P

Un ejemplo de lucha.Mis condolencias a la familia y amigos.",mourning,es,0
@abc_es Mis condolencias a sus padres.,mourning,es,0
@PokzBo Mis condolencias  🙏🏽,mourning,es,1
@JulioLo98 Mis condolencias.,mourning,es,0
@PokzBo @conecora1 Un abrazo. Mis sinceras condolencias.,mourning,es,0
"@Acorazado11 Mis sinceras condolencias Oriel. 🙏🏽
Fortaleza para tus familiares. 🙌🏽",mourning,es,1
@EmperadorCarlo2 Mis condolencias. Mucha fuerza,mourning,es,0
@bdpalac estimado amigo solo puedo decir mis condolencias y resignación .,mourning,es,0
@PokzBo Mis condolencias ....saludos.,mourning,es,0
"@siscalledmekain Como inmigrante que es tengo el imperativo moral de darle la razón, mis condolencias",mourning,es,0
@PokzBo Mis condolencias 🙏,mourning,es,1
"@PokzBo Que pena, te mando mis ",mourning,es,0
@PokzBo @sophia258 Recibe un abrazo solidario y mis condolencias para toda tu familia.,mourning,es,0
"@edelamadrid Mis condolencias y solidaridad, estimado Enrique.",mourning,es,0
@RevistaWoman DESCANSA EN PAZ SU CUERPO Y ALMA Y MIS CONDOLENCIAS A FAMILIARES Y AMIGOS UN ABRAZO GRANDE DESDE URUGUAY.,mourning,es,0
@EmperadorCarlo2 Mis más sentidas condolencias fuerzas para ud y familia,mourning,es,0
@PokzBo Nuestras más sinceras condolencias.,mourning,es,0
"@PokzBo Espero encuentres pronta resignación, mis condolencias.",mourning,es,0
"@PokzBo Mis condolencias, mis oraciones para ti y tu familia",mourning,es,0
"Hermoso Hilo @ConstanzaBravi ser hincha de corazón no tiene banderas, mis condolencias a toda la gente del Tomba ❤️",mourning,es,1
@MegafonoPopular @VeroProgreAC Mis más sinceras condolencias,mourning,es,0
@markofelix mis condolencias mi bro,mourning,es,0
@igonzalezprieto Que bellezas de padres.  Mis condolencias para el bb.,mourning,es,0
"@PokzBo Que pena, mis condolencias. Ánimo, sigamos adelante!",mourning,es,0
"@PokzBo Lo siento mucho 🙏🏻 abrazo fuerte y mis más sinceras condolencias, pronta resignación.",mourning,es,1
"Mis más sinceras y sentidas condolencias a Rodrigo Hinzpeter, Dios abrace fuerte en las alturas a su Padre.",mourning,es,0
@PokzBo Mis condolencias,mourning,es,0
"@ailinarias Qué etapa difícil amiga, te mando mis condolencias ahr jajajajaja",mourning,es,0
@CHVNoticias Mis condolencias a la familia...,mourning,es,0
@EmperadorCarlo2 @MuyConfusa Mis condolencias. Paz u descanso a su alma. Espero Dios le dé fortaleza para seguir adelante.,mourning,es,0
"@ChispitaMX Mis condolencias, triste muy triste, saludos y cuídense",mourning,es,0
@SUPBaleares DEP compañero.Nuestras condolencias a los familiares y amigos.,mourning,es,0
@PokzBo Mis más sinceras condolencias.  Dios te de pronta resignación,mourning,es,0
@PokzBo Mis condolencias. No te conozco pero pido porque pronto encuentres la resignación y paz de nuevo 🙏🏻🙏🏻.,mourning,es,1
@PokzBo Un abrazo y mis condolencias.,mourning,es,0
"@PokzBo Mis sinceras condolencias.
Deseo tengas toda la fortaleza para aceptar la pérdida.",mourning,es,0
"@EmperadorCarlo2 Amigo tuitero, lo siento mucho.  Reciba mis sinceras condolencias.  Que en paz descanse su señora madre.",mourning,es,0
@ftvEmergen Mí más sinceras condolencias a la familia y compañeros. Un abrazo. DEP,mourning,es,0
@JofcesCruz @gabs_arrufat Mis condolencias 😔,mourning,es,1
@MariaLeiva93 Mis condolencias más sinceras a la familia y amigos D.E.P.,mourning,es,0
@pecesitomutant Ahorrando tiempo a cambio de estar muerto por dentro. Mis condolencias bro,mourning,es,0
@morgan_1967 Dep mis condolencias,mourning,es,0
@vickyperiodista Mis más sentidas condolencias estimada Victoria.,mourning,es,0
"Lamentable, condolencias a su familia. 🙏",mourning,es,1
Extiendo mis condolencias.,mourning,es,0
@ftvEmergen Mis condolencias a la Familia,mourning,es,0
Muchas gracias compañeros por vuestras condolencias. Ha sido una lamentable perdida para esta institución.,mourning,es,0
Muchas gracias por vuestras condolencias. Ha sido una lamentable perdida para esta institución.,mourning,es,0
@PokzBo Mis respetos y condolencias,mourning,es,0
@PokzBo Mis más sinceras condolencias. Bendiciones 🙏,mourning,es,1
@EmperadorCarlo2 Mi condolencias amigo,mourning,es,0
@aquellos80sy90s Que terrible noticia... Condolencias parábola familia 😔,mourning,es,1
"@PokzBo Lamento escuchar eso, mis condolencias. Un abrazo",mourning,es,0
@PokzBo Mis más sentidas condolencias y mucha paz para ti.,mourning,es,0
@IITGALILEO Os expreso mis más sinceras condolencias tanto en mi nombre como en el de Anpe.,mourning,es,0
@MiguelHilarioE Mis condolencias,mourning,es,0
"Es una sensible pérdida, condolencias 🙏",mourning,es,1
"@RLOZINSKI mis condolencias por el fallecimiento de su Abuela.
QEPD",mourning,es,0
@PokzBo Mis condolencias para toda su familia.,mourning,es,0
@fcsportinggava D.E.P mis condolencias a familiares y club,mourning,es,0
"@NetflixES condolencias, seridikax, bollo dramas, los angeles del chirri",mourning,es,0
@EduAguirre7 mis condolencias Edu,mourning,es,0
@mentirawesome mis más sinceras condolencias,mourning,es,0
"@HumbertCC @Soulito Mis condolencias a la familia de este Héroe, el médico cirujano del ISSSTE, Sergio Olivares Muñoz",mourning,es,0
"@zaitend Madre mía, menudo principios que te inculcaron. Tú no viste Pocoyó ni Barrio Sésamo de pequeña. 😪 Mis condolencias 😞♥️",mourning,es,1
@EmperadorCarlo2 Mis condolencias. Aca estamos Luchando a diario vs esta pandemic.,mourning,es,0
@ssofiavelascoo_ @innneess_ @paulaaareischl Pobre ines tienes todas mis condolencias siempre tengo la culpa de todo,mourning,es,0
@ShaunaVaru Mis más sinceras condolencias y que en paz descanse. 🖤,mourning,es,1
@Marta_Lopez_Cs Mis condolencias,mourning,es,0
@diciembro @Minsa_Peru Mis Condolencias en este difícil momento estimado,mourning,es,0
@don_juanmanuel Nos paso tal cual  :(  .. mis condolencias 💔,mourning,es,1
@bdpalac Mis condolencias fuerzas y que el todopoderoso les siga fortaleciendo en estos momentos muy duros,mourning,es,0
"@RCDeportivo @GetafeCF Mis condolencias y mucho ánimo a su familia, compañeros y amigos. D.E.P.",mourning,es,0
@EmperadorCarlo2 Mis condolencias hermano...,mourning,es,0
"@Lecturas DEP, cuanto lo siento , mis más sentidas condolencias a sus padres y familia en general 🙏🏽",mourning,es,1
@ldpsincomplejos Pon el doble y no te equivocas D.E.P.,mourning,es,0
Ningún padre debería de pasar por esto D.E.P.,mourning,es,0
D.E.P Aless Lequio que la Virgen de Fátima te guíe a la Gloria https://t.co/4EbZcqALCf,mourning,es,0
"D.E.P Qué pena, no sé de dónde se pueden sacar los ánimos y las fuerzas cuando pasa algo así..",mourning,es,0
Es horrible. Tan joven. Lo tenía todo en la vida. Que pena. D.E.P,mourning,es,0
D.E.P pobrecito mío... injusticias de la vida....,mourning,es,0
"D.E.P Alex Lequio.
Nunca pensé que ésta triste noticia se produciria.
#yoveosalvame 
#EnCasaConsalvame 
#LoEstamosConsiguiendo",mourning,es,0
"Que pena más grande
D.E.P Alex Lequio😥😥😥😥",mourning,es,1
@ancarjac D.E.P. nos espere aya donde esté muchos años,mourning,es,0
@divinity_es Que lástima😔tan joven💔 D.E.P🙏,mourning,es,1
D.E.P. https://t.co/To18sWnfoe vía @ABC_gente,mourning,es,0
Descansa en Paz Aless. Condolencias a la familia😢,mourning,es,1
Mis condolencias para @IaStrange y sus hermanos furros peruanos. 😔,mourning,es,1
"@PokzBo Mi más sentido pésame, un abrazo y QDEP.",mourning,es,0
@PokzBo Mis condolencias para ti,mourning,es,0
@PokzBo Mis más sinceras condolencias y fortaleza en estos momentos,mourning,es,0
"@XeromoKersey Mis condolencias, se lo duro que es perder a un amigo peludo. Un abrazo.",mourning,es,0
"@jantonioruizh Un abrazo para ti, para toda su familia.  QDEP tu tío 🙏",mourning,es,1
@PokzBo Mi más sentido pésame a ti y a tu familia. QDEP.,mourning,es,0
"A los que vieron este video sin saber les doy mis condolencias, lo vi con el audio re bajito y casi me meo. 😭",mourning,es,1
Miguel Herrera mandó condolencias a Paul Aguilar por la muerte de su padre https://t.co/X4Yi3js9I0,mourning,es,0
Mis condolencias a Ana Obregón y Alessandro Lequio por el fallecimiento de su hijo.,mourning,es,0
Fallecimiento en Bogotá: Maria Berenice Diaz. Clic en el enlace para dejar un mensaje de condolencias https://t.co/NXpDk1YsEY,mourning,es,0
@PokzBo Lo siento mucho!! QDEP. Mucha fortaleza!! 🙏🙏,mourning,es,1
"@PokzBo No inventes Nan, Lo siento mucho, mis condolencias. Que impresión, se veía una persona sana y fuerte.",mourning,es,0
"@pilareyre Que pena me da de Ana Obregón, debe de estar destrozada! Mis condolencias y todo mi cariño!😢😢😢😢",mourning,es,1
@PokzBo Hola es una pena mis condolencias si necesitas algo estoy contigo besos bombón ánimo,mourning,es,0
"@DavidCastuera Mis condolencias Madridista.
 Que tu tio-padrino DEP. 🙏🕯️",mourning,es,1
@javiercortez @hernan300491 @Jbeltranluna_ @FranAlabi Lamentable. Nuestras condolencias a su familia.,mourning,es,0
"──────Mis condolencias, se lo agradece.──────",mourning,es,0
"@javiernegre10 Nadie debería ver morir a sus hijos y nadie debería morir con 27 años.

Dep y mis condolencias a la familia.",mourning,es,0
@PokzBo Un abrazo y mis condolencias,mourning,es,0
@PokzBo Mi más sentido pésame.QDEP,mourning,es,0
Mis condolencias a las heteros🥺😢,mourning,es,1
Mis más sinceras condolencias @PokzBo y esta es otra prueba para los que aun no creen . DEP.😖😖,mourning,es,1
@Pilmorr Pobrecito. QDEP.,mourning,es,0
"Falleció el Dr Carlos Hinzpeter, excelente persona y gran pediatra. Mis condolencias a su familia, colegas y amigos.",mourning,es,0
@RALVAMARTINEZ @PoliciaPeru @MininterPeru Mis condolencias a la familia.,mourning,es,0
@GuadalupeRuizF2 D. E. P y a la familia toda mis condolencias 🙏🙏🙏,mourning,es,1
"@AlfredoILomOrta Que triste noticia doctor, mis condolencias, se que era una persona muy querida 🙏",mourning,es,1
"@KittyPelwchy QDEP, y así muchos muchos están muriendo.",mourning,es,0
@PokzBo Mis condolencias 🙏😞,mourning,es,1
"@AngelGCollantes @didonaEE Lo siento,mis condolencias",mourning,es,0
"@PokzBo Mis mas sinceras condolencias.
Te mando mucha luz y energía.
Lo siento mucho.",mourning,es,0
@Sofa57037592 ave maria purisima mis condolencias,mourning,es,0
@fernetconjimin jsjsjs cómo que nunca hermana??? bueno mis condolencias de ahora en adelante vas a tener que vivir sabiendo eso 😔,mourning,es,1
@indalecio_r_v Mis más sinceras condolencias un abrazo fuerte desde la distancia. De parte de la familia de Plazas de Santa Clara,mourning,es,0
Mis condolencias a Ana Obregon y Alessandro Lequio. Ánimo y fuerza a ellos y a todos sus familiares y amigos. DEP Aless,mourning,es,0
@Matias98_ Te has vuelto proNeymar. Mis condolencias.,mourning,es,0
"Puta vida.
Mis condolencias a sus padres, familiares y amigos. 
D. E. P https://t.co/fmfH9kGnzp",mourning,es,0
😱😱😱 pobre Ana el sufrimiento de una madre perder a su hijo QDEP,mourning,es,1
@sweetxlouis_ mis condolencias mi querida ahre,mourning,es,0
@elregionalpiura Nuestras condolencias. Que en paz descanse.,mourning,es,0
"Mis condolencias y mias sincero abrazo a sus padres, a su madre especialmente. Un horror inimaginable.#DEP",mourning,es,0
@elespanolcom Que noticia tan triste mi más sinceras condolencias a la familia DEP,mourning,es,0
@CartonCalderon Mis condolencias. ¿Sabes si llegó a publicar esa semblanza? Muchos Saludos.,mourning,es,0
@bdpalac Mi más sentido pésame QDEP su padre,mourning,es,0
@PokzBo Mis profundas condolencias.,mourning,es,0
"@FrancoLBenitez Jajajaj era hora, ya estaba hecho mierda :c pedía una renovación... Mis condolencias (?",mourning,es,0
@JoseAMeadeK @MariaCabadas @JuanaCuevasR Nuestras condolencias a toda la familia. Hay talento genético.,mourning,es,0
@LequioA Te mando mis condolencias. Lo siento mucho. Un abrazo.,mourning,es,0
Cualquier persona que escriba con “lenguaje inclusivo” merece mis condolencias por seguir modas pendejas,mourning,es,0
.( te mando un beso sea donde estes. QDEP,mourning,es,0
@MazzoleniJulio @msaludpy A la familia del fallecido mis condolencias. Y a los infectados pronta recuperación.,mourning,es,0
"@MazzoleniJulio @msaludpy Mucha fuerza a todo el personal de blanco!💪🇵🇾
Y condolencias a la familia! 🙏💪 https://t.co/cnvYXX3gjT",mourning,es,1
Mis condolencias a su familia. Como madre (o padre) perder a un hijo conlleva un dolor inmensurable.,mourning,es,0
"@RubenSanchezTW Mucha pena, por persona tan joven, condolencias a su familia 😔😔😔",mourning,es,1
@MarcoDominguz Mis condolencias. DEP,mourning,es,0
Fallecimiento en Bogotá: Hernando Gallo Obregoso. Clic en el enlace para dejar un mensaje de condolencias https://t.co/h9yeppDwUw,mourning,es,0
"@abc_es Sólo las madres sabemos lo q sientes Ana, lo lamento, mis más sinceras condolencias.",mourning,es,0
"Mis condolencias y las del #GobiernoProgresista a Ana Obregón (@anitaobregon) y Alessandro Lecquio por su pérdida.

#anaobregon",mourning,es,0
@TVMASPI @EncompaniaCMM QDEP 😥. El pésame a sus familiares y amigos.,mourning,es,1
"@abc_es Rezo por su alma. Mis condolencias a A. Obregón, A. Lequio, familiares y amigos. Una auténtica pena.",mourning,es,0
"@bdpalac Mi mas sinceras condolencias, fortaleza 🙏🏼",mourning,es,1
@WesteradelNorte Mis condolencias?,mourning,es,0
Mis condolencias y las del #GobiernoProgresista a @anitaobregon y Alessandro Lecquio por su pérdida.,mourning,es,0
"@LaRetuerka Mis condolencias, una verdadera pena, que Dios le acoja",mourning,es,0
@NegrosConAtaud QDEP otro guerrero caído jajajajajaj,mourning,es,0
"Lo siento, mis condolencias a su familia y amigos",mourning,es,0
Mis condolencias a Ana Obregón y Alessandro Lequio ¡Sin palabras! 😫 Personalmente siempre creí que se iba a curar 🥺,mourning,es,1
"@telecincoes que pena tan grande, mis condolencias a toda la familia",mourning,es,0
"@_itsrache Mis condolencias para ti y tu familia en este momento tan difícil, ánimos ✨",mourning,es,1
@elmundoes Que noticia tan triste.Mis condolencias  a la familia. En paz descanse.,mourning,es,0
@NavarraTV Mis condolencias a su familia.,mourning,es,0
"@PokzBo Lo siento mucho, mis más sinceras condolencias y mis respetos a familiares y amigos",mourning,es,0
@mediasetcom Mis condolencias a la familia.,mourning,es,0
@PokzBo mis condolencias a la familia.,mourning,es,0
"@ELTIEMPO @Matador000 El comandante de las ""condolencias"" a la familia de Popeye!!! 
Vendrán cosas peores!! Ajua!!!!",mourning,es,0
"@PokzBo Lo siento mucho, mis condolencias.",mourning,es,0
Mis condolencias a los padres y demás seres queridos. DEP.,mourning,es,0
@considerame Mis condolencias,mourning,es,0
"DEP Alex Lequio, muy joven para irse. Nuestras condolencias a la familia.",mourning,es,0
@AnaObregonCF @anitaobregon Mis condolencias,mourning,es,0
"@PokzBo Dios lo tenga en su Santa Gloria, mis condolencias.",mourning,es,0
"@anitaobregon @PolarMarketingO En paz descanse, Álex, gran hijo y hombre emprendedor y luchador. Mis sentidas condolencias.",mourning,es,0
@abc_es Mis condolencias a la familia es una gran perdida para una vida por delante como tenía Alex dep,mourning,es,0
@MazzoleniJulio @msaludpy Mis condolencias 🙏🏻❤️,mourning,es,1
@mercedesdcc Te mando mis condolencias jaja,mourning,es,0
No te conozco pero mis condolencias y súper F a la causa https://t.co/qlKb46hi7l,mourning,es,0
"@PokzBo Mis más sinceras condolencias a usted, su familia y todos sus seres queridos.",mourning,es,0
¡Falta sentido común y sobra postureo!Mis condolencias a los suyos,mourning,es,0
Mis condolencias a la familia. D.E P. Alex Lequio https://t.co/GbIYl7knVw #anaobregon,mourning,es,0
@bdpalac Mis condolencias,mourning,es,0
"@PokzBo No tuve el gusto, pero siempre un ser humano que fallece es una mala noticia. Mis condolencias para usted y su familia",mourning,es,0
Un abrazo y mis condolencias. Dios le tenga en su Gloria,mourning,es,0
"@elmundoes Que descanse en paz, mis condolencias a su madre.",mourning,es,0
@PokzBo Condolencias!!!,mourning,es,0
@hola Me da muchísima pena. Muy muy triste. Mis condolencias y mi más sincero abrazo a familiares y amigos. DEP.,mourning,es,0
Fallecimiento en Bogotá: Mary García González. Clic en el enlace para dejar un mensaje de condolencias https://t.co/ip8WAuaR5M,mourning,es,0
@alamalara Mis condolencias a los q todavía usamos Facebook,mourning,es,0
@PokzBo Lo siento mucho!!! 😭😭 Mis más sinceras condolencias. Q Dios de fortalezas a toda la familia en estos momentos tan duros.,mourning,es,1
@Pedroaross Esto no es un juego...mis condolencias 😢,mourning,es,1
@PokzBo Que en paz descanse mis más sinceras condolencias 😞,mourning,es,1
@A3Noticias Mis condolencias ante tan terrible pérdida.,mourning,es,0
@todokarmaland Mia condolencias auron,mourning,es,0
"Mis mas sentidas condolencias
https://t.co/rZKvtWOnmq",mourning,es,0
@OmarOlaes Mis condolencias a los moderadores de Facebook.,mourning,es,0
"@informativost5 Duele mucho cuando una persona sufre tanto y tan joven. DEP.
Mis condolencias a toda su familia.",mourning,es,0
@EmperadorCarlo2 Mis mas sentidas condolencias.,mourning,es,0
"@Lecturas Me ha impactado y dolido, a pesar de no conocerle personalmente. Mis condolencias a sus padres, familia y allegados. DEP",mourning,es,0
@hola D. E. P  MIS condolencias a Ana y lequio lo SIENTO MUCHO SALUDOS Y MI CONSUELO A TODA SU FAMILIA,mourning,es,0
"@PokzBo Mis condolencias,",mourning,es,0
Descanse en paz. Nuestras condolencias a la familia,mourning,es,0
"@beatrizbecerrab Que triste, morir tan joven.Mos condolencias a sus padres.",mourning,es,0
@PokzBo Mis condolencias 😕🙏,mourning,es,1
Ninguna madre debería pasar por ese trance. Mis más sinceras condolencias Ana Obregón. D. E. P.,mourning,es,0
"@PokzBo Mis condolencias.
😔😔😔",mourning,es,1
@broikawa mis condolencias,mourning,es,0
"@abc_es Nadie merece morir tan joven...
Una desgracia enorme.
Condolencias.
DEP",mourning,es,0
"@ClubAmerica Mis condolencias a la familia Aguilar por esta sensible perdida, un abrazo Paul",mourning,es,0
"QDEP, ALESS, se ha dejado su juventud, este cáncer de los COJONES.",mourning,es,0
@MeraryLA1 @lopezobrador_ Y mis condolencias a la que te parió.,mourning,es,0
@PokzBo Mis condolencias y pronta resignación,mourning,es,0
Mis condolencias a los algoritmos que filtran el interne.,mourning,es,0
@EmperadorCarlo2 Mis condolencias .,mourning,es,0
@OasisFMChile @lacarleta @Cumparini @marcosimu   mis amigos Ñuñoinos... Les duró poco la alegría... Mis condolencias... Jejejeje,mourning,es,0
